File,Key,English,Danish,German,Spanish,Italian,Portuguese
player/campaign/VikingIsland10,dialog3,"Yikes, the statue is talking! Erhm... oh, Great Xarrr, Chief Mozumba told me that if we climbed your mountain, you might be so kind as to grant us a ...  er ...","Argh, statuen taler! Øhm... åh, store Xarrr, Høvding Mozumba fortalte mig, at hvis vi klatrede op ad dit bjerg, så ville du være så venlig at opfylde et ... øh ...","Ups, die Figur spricht! Äh, ja, also, ... Großer Xarrr, Häuptling Mozumba sagte mir, dass ... äh ... also, wenn wir deinen Berg besteigen, würdest du uns einen ... naja ... also ... einen ... ähem ... Wunsch ... gewähren ...?","¡Qué... la estatua habla! Hmmmm... oh, Gran Xarrr, el Jefe Mezumban me contó que si subíamos hasta la cima de la montaña, tu podrías ser tan amable de concedernos un.... em..... un....","Yikes, la statua sta parlando! Erhm... oh, Grande Xarrr, Capo Mozumba ci ha detto che se avessimo scalato la tua montagna, tu saresti stato così gentile da esaudire un nostro...  emm ...","Credo, a estátua está falando! Ééé... oh, Grande Xarrr, O Chefe Mozumba me disse que se nós subíssemos sua montanha, você podia ser tão gentil pra nos conceder um... é ..."
player/campaign/VikingIsland10,header4,Xarrr The Thunderer,Xarrr,Xarrr der Donnergott,Xarrr,Xarrr Il Crepitante,Xarrr O Trovejante
player/campaign/VikingIsland10,dialog4,A WISH?,ET ØNSKE?,EINEN WUNSCH?,¿UN DESEO?,UN DESIDERIO?,UM DESEJO?
player/campaign/VikingIsland10,header5,Chief Fjorleif,Høvding Fjorleif,Häuptling Fjorleif,Jefe Fjorleif,Capo Fjorleif,Chefe Fjorleif
player/campaign/VikingIsland10,dialog5,"*gulp* Yup, that was it!","*gylp* Ja, det var det!","*schluck* Ja, so was in der Art hat er gesagt ...","*glup* Sí, ¡eso!","*gulp* Yup, si esatto!","*glup* Sim, era isso!"
player/campaign/VikingIsland10,header6,Xarrr The Thunderer,Xarrr,Xarrr der Donnergott,Xarrr,Xarrr Il Crepitante,Xarrr O Trovejante
player/campaign/VikingIsland10,dialog6,"Very well, what do you wish for, mortal?","Nuvel, hvad ønsker du dig, dødelige?","Nun gut, was wünschst du dir, Sterblicher?","MUY BIEN, ¿QUÉ DESEAS, MORTAL?","Molto bene, che cosa desideri, mortale?","Muito bem, o que você deseja, mortal?"
player/campaign/VikingIsland10,header7,Chief Fjorleif,Høvding Fjorleif,Häuptling Fjorleif,Jefe Fjorleif,Capo Fjorleif,Chefe Fjorleif
player/campaign/VikingIsland10,dialog7,Uhm... I wish that my enemies would crumble before me!,"Øhm... Jeg ønsker, at mine fjender falder for mine fødder!","Ähm ... ich wünsche mir, dass meine Feinde vor mir zu Staub zerfallen!",Ahmmm... ¡Me gustaría que mis enemigos se desmoronaran ante mí!,Uhm... voglio che i miei nemici si sbriciolino davanti a me!,Uhm... Eu desejo que meus inimigos se despedacem diante de mim!
player/campaign/VikingIsland10,header8,Xarrr The Thunderer,Xarrr,Xarrr der Donnergott,Xarrr,Xarrr Il Crepitante,Xarrr O Trovejante
player/campaign/VikingIsland10,dialog8,"Allright, from now on you will be able to use your lur to create a Ravaging Roar that will crush anything in your vicinity!","OK, fra nu af vil du være i stand til at bruge din lur til at blæse et Bragende Brøl, der vil knuse alt i nærheden af dig!","Okidokie, dann sollst du von jetzt an mit deiner Lure einen Destruktiven Donner erzeugen können, der alles und jeden in deiner Nähe zu Staub zerfallen lässt!","DE ACUERDO, ¡DESDE AHORA PODRÁS USAR TU LUR PARA CREAR UN RUGIDO ROMPEDOR QUE ROMPERÁ TODO LO QUE ESTÉ CERCA DE TÍ!","Bene, da ora in avanti potrai usare il tuo corno per creare il Ruggito Devastante che disintegrerà tutto nelle tue vicinanze!","Tudo bem, de agora em diante você poderá usar sua lura para criar o Rugido Devastador que irá estraçalhar qualquer coisa ao seu arredor!"
player/campaign/VikingIsland10,header9,Chief Fjorleif,Høvding Fjorleif,Häuptling Fjorleif,Jefe Fjorleif,Capo Fjorleif,Chefe Fjorleif
player/campaign/VikingIsland10,dialog9,"Wow, thanks ... I guess.","Orv, tak ... eller noget.","Cool, danke ... so sagt man doch, oder ... ?","Guau, gracias... supongo.","Wow, grazie ... immagino.","Uau, obrigado ... Eu acho."
player/campaign/VikingIsland10,header10,Xarrr The Thunderer,Xarrr,Xarrr der Donnergott,Xarrr,Xarrr Il Crepitante,Xarrr O Trovejante
player/campaign/VikingIsland10,dialog10,"Now, if you will have me excused... I have thunderstorms to attend to.","Nå, hvis du vil have mig undskyldt... jeg har en tordenstorm at tage mig af.",Wenn ihr mich jetzt entschuldigen wollt ... ich muss mich noch um ein paar Unwetter kümmern.,"AHORA, SI ME DISCULPAS... TENGO TORMENTAS QUE ATENDER.","Adesso, se volete scusarmi... ho delle tempeste che mi attendono.","Agora, se me der licença... Eu tenho tempestades para atender."
player/campaign/VikingIsland10,header11,Chief Fjorleif,Høvding Fjorleif,Häuptling Fjorleif,Jefe Fjorleif,Capo Fjorleif,Chefe Fjorleif
player/campaign/VikingIsland10,dialog11,"Hmm... that might explain the raging thunderstorm that got us here in the first place. Oh well, better try that new Ravaging Roar before we move on. Just do a little demonstration right here.","Hmm... det forklarer måske den voldsomme tordenstorm, der bragte os hertil til at begynde med. Nå, jeg må hellere få prøvet det Bragende Brøl, inden vi går videre. Bare lav en lille demonstration lige her.","Hmm, das könnte das furchtbare Unwetter erklären, aufgrund dessen wir überhaupt hier gestrandet sind. Egal, probieren wir den Destruktiven Donner lieber aus, bevor wir weiter müssen. Am besten jetzt und hier.","Hmm... eso podría explicar la terrible tormenta que nos trajo hasta aquí en un principio. Bueno, será mejor probar el nuevo Rugido Rompedor antes de ir a ningún sitio. Hagamos una pequeña prueba aquí mismo.","Hmm... questo spiega la devastante tempesta che ci ha scaraventato contro l''isola. Bene, meglio provare subito il Ruggito Devastante prima di muoverci. Solo una piccola dimostrazione.","Hmm... Isso talvez explique a tempestade furiosa que colocou a gente aqui em primeiro lugar. Ah bem, melhor testar aquele novo Rugido Devastador antes de irmos. Apenas faça uma pequena demonstração bem aqui."
player/campaign/VikingIsland10,statue,Xarrr The Thunderer,Xarrr,Xarrr der Donnergott,Xarrr El Atronador,Xarrr Il Crepitante,Xarrr O Trovejante
player/campaign/VikingIsland10,name0,,,,,,
player/campaign/VikingIsland10,name1,,,,,,
player/campaign/VikingIsland10,name2,Natives,Indfødte,Eingeborene,Indígenas,Nativi,Indígenas
player/campaign/VikingIsland10,name3,,,,,,
player/campaign/VikingIsland10,name4,,,,,,
player/campaign/VikingIsland10,name5,,,,,,
player/campaign/VikingIsland10,objective0,Reach the top of the mountain.,Nå op til toppen af bjerget.,Schlagen Sie sich bis zum Gipfel durch.,Alcanzar la cima de la montaña.,Raggiungi la cima della montagna.,Alcance o topo da montanha.
player/campaign/VikingIsland10,objective1,Do a Ravaging Roar from the top of the mountain.,Blæs et Bragende Brøl fra toppen af bjerget.,Lassen Sie einen Destruktiven Donner vom Gipfel erschallen.,Hacer un Rugido Rompedor desde lo alto de la montaña.,Emetti un Ruggito Devastante dalla cima della montagna.,Toque um Rugido Devastador no topo da montanha.
player/campaign/VikingIsland11,header,Fufupogo,Fufupogo,Fufupogo,Fufupogo,Fufupogo,Fufupogo
player/campaign/VikingIsland11,description,One of our rivals'' ships has been spotted near this island. Perhaps they have found out about the native''s treasure too.,En af vores rivalers skibe er blevet set i nærheden af denne ø. Måske har de også hørt om de indfødtes skatte.,Das Schiff eines unserer Rivalen wurde nahe dieser Insel gesichtet. Vielleicht hat man dort auch vom Schatz der Eingeborenen gehört.,Una de las naves de nuestros rivales ha sido vista cerca de esta isla. Quizás también han averiguado algo sobre el tesoro de los indígenas.,Una delle navi dei nostri rivali è apparsa vicino a quest''isola. Forse anche loro hanno saputo del tesoro dei nativi.,Um dos navios de nossos rivais foi avistado próximo dessa ilha. Talvez eles descobriram sobre o tesouro dos indígenas também.
player/campaign/VikingIsland11,header0,Chief Fjorleif,Høvding Fjorleif,Häuptling Fjorleif,Jefe Fjorleif,Capo Fjorleif,Chefe Fjorleif
player/campaign/VikingIsland11,dialog0,"Oh no, my arch rival Egill Egghead has conquered this island. No doubt he is after the native''s treasure too. Yikes, I think he spotted us!","Åh nej, min ærkerival Egill Ejeglad har erobret øen. Ingen tvivl om, at han også er ude efter de indfødtes skat. Argh, jeg tror han har set os!","Oh nein, mein Erzrivale Egill Eierkopf hat diese Insel erobert! Der ist bestimmt auch hinter dem Schatz der Eingeborenen her. Mist, ich glaube, er hat uns entdeckt!","¡Oh no, mi archienemigo Cagill Cabezahuevo ha conquistado esta isla! Sin duda él también está tras el tesoro de los indígenas. ¡Wops, creo que nos han visto!","Oh no, il mio arci rivale Egill Testa d''uovo ha conquistato quest''isola. Di certo è anche lui alla ricerca del tesoro dei nativi. Yikes, penso ci abbia fregati!","Ah não, meu arqui-rival Egill Cabeça de Ovo conquistou essa ilha. Sem sombra de dúvidas ele está atrás do tesouro dos indígenas também. Credo, Eu acho que ele nos viu!"
player/campaign/VikingIsland11,header1,Egill Egghead,Egill Ejeglad,Egill Eierkopf,Cagill Cabezahuevo,Egill Testa d''uovo,Egill Cabeça de Ovo
player/campaign/VikingIsland11,dialog1,"Fjorleif Fartpants, we meet again!","Fjorleif Fjærtebuks, vi mødes igen!","Fjorleif Furzhose, dass wir uns hier treffen!","¡Fjorleif Fuerapedo, nos volvemos a encontrar!","Fjorleif Scorreggia, ci incontriamo ancora!","Fjorleif Peidorreiro da Silva, nos encontramos de novo!"
player/campaign/VikingIsland11,header2,Chief Fjorleif,Høvding Fjorleif,Häuptling Fjorleif,Jefe Fjorleif,Capo Fjorleif,Chefe Fjorleif
player/campaign/VikingIsland11,dialog2,*Grumble* ... Don''t call me by my full name when the men hear it!,*Skumle* ... Lad være med at bruge mit fulde navn når mine mænd hører det!,"*Grrrhh* ... Nenn mich nicht bei meinem vollen Namen, wenn die Männer dabei sind!",Grrrr... ¡No me llames por mi nombre completo delante de mis hombres!,*Grumble* ... Non chiamarmi con il mio vero nome davanti ai miei uomini!,*Resmunga* ... Não me chame pelo meu nome completo enquanto meus homens estiverem escutando!
player/campaign/VikingIsland11,header3,Egill Egghead,Egill Ejeglad,Egill Eierkopf,Cagill Cabezahuevo,Egill Testa d''uovo,Egill Cabeça de Ovo
player/campaign/VikingIsland11,dialog3,"Well, I''m here to inform you that this group of islands is now the property of the Egghead Looting Enterprise, and that your presense requires that you pay a looting license fee of one barrel of gold a day. Do you agree to these terms?","Nå, men jeg er her for at informere dig om, at denne øgruppe tilhører Ejeglad Plyndring A/S, og at din tilstedeværelse kræver, at du betaler et plyndregebyr på en tønde guld om dagen. Accepterer du disse betingelser?","Nun ja, ich bin gekommen, um dir mitzuteilen, dass diese Inselgruppe nun Eigentum der Eierkopf Plünder-AG ist, und dass hier nur derjenige das Zutrittsrecht hat, der täglich eine Plündergebühr in Höhe von einem Fass Gold abdrückt. Bist du damit einverstanden?","Bueno, estoy aquí para informarte que este grupo de islas es ahora propiedad de la Compañía de Saqueos Cabezahuevo, y que tu presencia aquí requiere que pagues la tasa de la licencia de saqueos de un barril de oro al día. ¿Estás de acuerdo con las condiciones?","Bene, sono qui per informarti che questo gruppo di isole è ora di proprietà della Testa d''uovo Saccheggi SPA, e che la tua presenza qui richiede il pagamento di una licenza per saccheggio di un barile d''oro al giorno. Accetti ?","Bem, Estou aqui para te informar que esse grupo de ilhas agora é propriedade da Companhia de Saqueamento Cabeça de Ovo, e que sua presença requer que você pague uma Taxa de licença de saqueamento de um barril de ouro por dia. Você concorda com esses termos?"
player/campaign/VikingIsland11,header4,Chief Fjorleif,Høvding Fjorleif,Häuptling Fjorleif,Jefe Fjorleif,Capo Fjorleif,Chefe Fjorleif
player/campaign/VikingIsland11,dialog4,What?!? But we came here first!,Hvad?!? Men vi var her først!,Wie bitte?!? Wir waren ja wohl zuerst hier!,¿Qué? ¡Si nosotros llegamos primero!,Cosa?!? Ma noi siamo arrivati prima!,O quê?!? Mas nós chegamos aqui primeiro!
player/campaign/VikingIsland11,header5,Egill Egghead,Egill Ejeglad,Egill Eierkopf,Cagill Cabezahuevo,Egill Testa d''uovo,Egill Cabeça de Ovo
player/campaign/VikingIsland11,dialog5,Obviously not. I''ll take that as a no then. My warriors shall see to that you are thrown off this island in a violent and generally unpleasant manner. Good day!,Tydeligvis ikke. Jeg tager det som et nej. Mine krigere vil sørge for at du bliver smidt væk fra øen på en voldsom og generelt ubehagelig måde. Ha'' en fortsat god dag!,"Offensichtlich doch nicht! Ich werte das dann als Nein. Meine Krieger werden dafür sorgen, dass ihr auf brutale und relativ unangenehme Weise von dieser Insel befördert werdet. Guten Tag!",Obviamente no. Y tomaré eso como un no. Mis guerreros verán como eres expulsado de esta isla con violentas y en general desagradables maneras. ¡Que tengas un buen día!,"Ovviamente non è così, lo considero un no allora. I miei guerrieri provvederanno a buttarvi fuori da quest''isola in modo violento e sgradevole. Buona giornata!",Obviamente não. Eu vou entender isso como um não então. Meus guerreiros verão como é expulso desta ilha com violentas e no geral desagradáveis maneiras. Bom dia!
player/campaign/VikingIsland11,header6,Chief Fjorleif,Høvding Fjorleif,Häuptling Fjorleif,Jefe Fjorleif,Capo Fjorleif,Chefe Fjorleif
player/campaign/VikingIsland11,dialog6,That bastard... he won''t get away with this!,Det svin... Det skal han ikke slippe godt fra!,Diese Ratte ... damit kommt er nicht durch!,Ese bastardo...¡no se va a ir tan alegremente!,Quel bastardo... non ce ne andremo così!,Aquele bastardo... ele não se safará dessa!
player/campaign/VikingIsland11,header7,Petur The Peon,Bjarke Bonderøv,Knut der Knecht,Petur el Peón,Petur il Peone,Petur O Peão
player/campaign/VikingIsland11,dialog7,"Fartpants, eh?","Heh, Fjærtebuks?","Furzhose, ja?","¿Fuerapedo, eh?","Scorreggia, eh?","Peidorreiro da Silva, hein?"
player/campaign/VikingIsland11,header8,Chief Fjorleif,Høvding Fjorleif,Häuptling Fjorleif,Jefe Fjorleif,Capo Fjorleif,Chefe Fjorleif
player/campaign/VikingIsland11,dialog8,Just shut up and fight!,Bare hold kæft og kæmp!,Maul halten und kämpfen!,...¡Cálla y lucha!,Stai zitto e combatti!,Apenas cale a boca e lute!
player/campaign/VikingIsland11,name0,,,,,,
player/campaign/VikingIsland11,name1,,,,,,
player/campaign/VikingIsland11,name2,Eggheads,E.P. A/S,Eierköpfe,Cabezahuevos,Testa d''uovo,Cabeças de Ovo
player/campaign/VikingIsland11,name3,,,,,,
player/campaign/VikingIsland11,name4,,,,,,
player/campaign/VikingIsland11,name5,,,,,,
player/campaign/VikingIsland11,objective,Destroy the Eggheads.,Udslet Ejeglad Plyndring A/S,Vernichten Sie die Eierköpfe.,Destruye a los Cabezahuevos.,Annienta Testa d''uovo.,Destrua os Cabeças de Ovo.
